Running_Trial_Num,trial_length,rows,correct_seq,rdy_msg,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
1,2,"0, 1","['polygon_18', 'polygon_10']",Press SPACE to begin the next trial.,0,0,0,0,,,,,"['polygon_18', 'polygon_9']","[-0.0077777777777777776, 0.2388888888888889]","[-0.18722222222222223, 0.175]","[1, 1]","[0, 0]","[0, 0]","[0.415415600000415, 1.44884490000004]","['polygon_18', 'polygon_9']",0,0,,001,2019_Oct_01_1244,BLS_Clickable_Boxes,3.2.3,60.008269139361474,
,,,,,,,,,,,,,"['polygon_9', 'polygon_14']","[0.19944444444444445, 0.21166666666666667]","[0.1638888888888889, 0.022222222222222223]","[1, 1]","[0, 0]","[0, 0]","[0.4496713999997155, 0.8827829999991081]","['polygon_9', 'polygon_14']",0,0,,,,,,,
