Intro.thisRepN,Intro.thisTrialN,Intro.thisN,Intro.thisIndex,index,instr_txt,cont_txt,cont_text.started,cont_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,11.03955119999955,None,,,,,,,
