resp_locations.thisRepN,resp_locations.thisTrialN,resp_locations.thisN,resp_locations.thisIndex,span,trial,correct_seq,clickSequence,grid.started,grid.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,polygon_7.started,polygon_7.stopped,polygon_8.started,polygon_8.stopped,polygon_9.started,polygon_9.stopped,polygon_10.started,polygon_10.stopped,polygon_11.started,polygon_11.stopped,polygon_12.started,polygon_12.stopped,polygon_13.started,polygon_13.stopped,polygon_14.started,polygon_14.stopped,polygon_15.started,polygon_15.stopped,polygon_16.started,polygon_16.stopped,polygon_17.started,polygon_17.stopped,polygon_18.started,polygon_18.stopped,polygon_19.started,polygon_19.stopped,polygon_20.started,polygon_20.stopped,polygon_21.started,polygon_21.stopped,polygon_22.started,polygon_22.stopped,polygon_23.started,polygon_23.stopped,polygon_24.started,polygon_24.stopped,polygon_25.started,polygon_25.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['polygon_13', 'polygon_10']",7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,7.477624900000592,None,"[-0.019444444444444445, 0.345]","[0.01, 0.18222222222222223]","[1, 1]","[0, 0]","[0, 0]","[7.1660720999998375, 8.982632700000067]","['polygon_13', 'polygon_10']",0.003521900001942413,None,,,,,,,
