span,trial,correct_seq,resp_locations.thisRepN,resp_locations.thisTrialN,resp_locations.thisN,resp_locations.thisIndex,clickSequence,grid.started,grid.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,polygon_7.started,polygon_7.stopped,polygon_8.started,polygon_8.stopped,polygon_9.started,polygon_9.stopped,polygon_10.started,polygon_10.stopped,polygon_11.started,polygon_11.stopped,polygon_12.started,polygon_12.stopped,polygon_13.started,polygon_13.stopped,polygon_14.started,polygon_14.stopped,polygon_15.started,polygon_15.stopped,polygon_16.started,polygon_16.stopped,polygon_17.started,polygon_17.stopped,polygon_18.started,polygon_18.stopped,polygon_19.started,polygon_19.stopped,polygon_20.started,polygon_20.stopped,polygon_21.started,polygon_21.stopped,polygon_22.started,polygon_22.stopped,polygon_23.started,polygon_23.stopped,polygon_24.started,polygon_24.stopped,polygon_25.started,polygon_25.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,seq.corr,participant,session,date,expName,psychopyVersion,frameRate,
2,1,"['polygon_18', 'polygon_10']",0,0,0,0,"['polygon_13', 'polygon_10']",7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,7.356161300000167,None,"[0.014444444444444444, 0.4161111111111111]","[0.0077777777777777776, 0.18388888888888888]","[1, 1]","[0, 0]","[0, 0]","[5.363969500000167, 6.764400300000489]","['polygon_13', 'polygon_10']",0.0006768699968233705,None,0,,001,2019_Sep_19_1555,BLS_Clickable_Boxes,3.2.3,60.03997461456469,
2,2,"['polygon_19', 'polygon_2']",0,1,1,1,,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,15.505967700000838,None,[],[],[],[],[],[],[],0.0049738300003809854,None,0,,001,2019_Sep_19_1555,BLS_Clickable_Boxes,3.2.3,60.03997461456469,
