Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Running_Trial_Num,trial_length,rows,resp_row,correct_seq,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,"['polygon_18', 'polygon_10']","[-0.006666666666666667, 0.37]","[-0.2061111111111111, 0.21833333333333332]","[1, 1]","[0, 0]","[0, 0]","[0.46517320000020845, 1.3145142000003034]","['polygon_18', 'polygon_10']",,,,,,,
