Running_Trial_Num,trial_length,rows,correct_seq,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
1,2,"0, 1","['polygon_18', 'polygon_10']",0,0,0,0,,,,,"['polygon_18', 'polygon_10']","[-0.02722222222222222, 0.3711111111111111]","[-0.19777777777777777, 0.22833333333333333]","[1, 1]","[0, 0]","[0, 0]","[1.8653497000000243, 2.965406599999824]","['polygon_18', 'polygon_10']",0,0,,001,2019_Oct_01_1102,BLS_Clickable_Boxes,3.2.3,60.00693680193956,
2,2,"2, 3","['polygon_19', 'polygon_2']",0,1,1,1,,,,,"['polygon_19', 'polygon_2']","[0.15777777777777777, -0.19111111111111112]","[-0.1938888888888889, 0.3788888888888889]","[1, 1]","[0, 0]","[0, 0]","[0.6829769999999371, 1.6334327999998095]","['polygon_19', 'polygon_2']",0,0,,001,2019_Oct_01_1102,BLS_Clickable_Boxes,3.2.3,60.00693680193956,
