span,trial,correct_seq,resp_locations.thisRepN,resp_locations.thisTrialN,resp_locations.thisN,resp_locations.thisIndex,clickSequence,grid.started,grid.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,polygon_7.started,polygon_7.stopped,polygon_8.started,polygon_8.stopped,polygon_9.started,polygon_9.stopped,polygon_10.started,polygon_10.stopped,polygon_11.started,polygon_11.stopped,polygon_12.started,polygon_12.stopped,polygon_13.started,polygon_13.stopped,polygon_14.started,polygon_14.stopped,polygon_15.started,polygon_15.stopped,polygon_16.started,polygon_16.stopped,polygon_17.started,polygon_17.stopped,polygon_18.started,polygon_18.stopped,polygon_19.started,polygon_19.stopped,polygon_20.started,polygon_20.stopped,polygon_21.started,polygon_21.stopped,polygon_22.started,polygon_22.stopped,polygon_23.started,polygon_23.stopped,polygon_24.started,polygon_24.stopped,polygon_25.started,polygon_25.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,mouse.started,mouse.stopped,seq.corr,participant,session,date,expName,psychopyVersion,frameRate,
2,1,"['polygon_18', 'polygon_10']",0,0,0,0,"['polygon_18', 'polygon_10']",6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,6.547934300000634,None,"[0.007222222222222222, 0.3877777777777778]","[-0.20055555555555554, 0.21222222222222223]","[1, 1]","[0, 0]","[0, 0]","[3.4562377000002016, 5.106543400001101]","['polygon_18', 'polygon_10']",0.010883800001465715,None,1,,001,2019_Sep_19_1559,BLS_Clickable_Boxes,3.2.3,59.97476261994234,
2,2,"['polygon_19', 'polygon_2']",0,1,1,1,"['polygon_9', 'polygon_8', 'polygon_7']",13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,13.314184900000328,None,"[0.22166666666666668, -0.03722222222222222, -0.18388888888888888]","[0.23722222222222222, 0.18611111111111112, 0.1388888888888889]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.9385876000014832, 3.088803000000553, 4.205170799999905]","['polygon_9', 'polygon_8', 'polygon_7']",0.0028669900002569193,None,0,,001,2019_Sep_19_1559,BLS_Clickable_Boxes,3.2.3,59.97476261994234,
