Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Running_Trial_Num,trial_length,rows,correct_seq,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,"['polygon_18', 'polygon_10']","[-0.027777777777777776, 0.40944444444444444]","[-0.21388888888888888, 0.21666666666666667]","[1, 1]","[0, 0]","[0, 0]","[0.8985195000000203, 1.9321043999998437]","['polygon_18', 'polygon_10']",0,0,,,,,,,
