Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Running_Trial_Num,trial_length,rows,correct_seq,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,"['polygon_18', 'polygon_10']","[0.012777777777777779, 0.3894444444444444]","[-0.20333333333333334, 0.16777777777777778]","[1, 1]","[0, 0]","[0, 0]","[2.8447026999992886, 3.9439087999999174]","['polygon_18', 'polygon_10']",0,0,,,,,,,
