Intro.thisRepN,Intro.thisTrialN,Intro.thisN,Intro.thisIndex,index,instr_txt,cont_txt,cont_text.started,cont_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.009180900000047,None,,,,,,,
