Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Running_Trial_Num,trial_length,rows,resp_row,correct_seq,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,"['polygon_18', 'polygon_10']","[-0.007222222222222222, 0.37333333333333335]","[-0.21055555555555555, 0.14777777777777779]","[1, 1]","[0, 0]","[0, 0]","[0.41357760000028065, 1.2471597000003385]","['polygon_18', 'polygon_10']",,,,,,,
