Running_Trial_Num,trial_length,rows,correct_seq,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
1,2,"0, 1","polygon_18','polygon_10'",0,0,0,0,"['polygon_18', 'polygon_10']","[0.04722222222222222, 0.35777777777777775]","[-0.21611111111111111, 0.16277777777777777]","[1, 1]","[0, 0]","[0, 0]","[1.7754467000004297, 3.125856200000271]","['polygon_18', 'polygon_10']",0,0,,001,2019_Oct_01_1136,BLS_Clickable_Boxes,3.2.3,59.960845567568306,
2,2,"2, 3","['polygon_19', 'polygon_2']",0,1,1,1,,[],[],[],[],[],[],[],0,0,,001,2019_Oct_01_1136,BLS_Clickable_Boxes,3.2.3,59.960845567568306,
