Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Running_Trial_Num,trial_length,rows,correct_seq,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,"['polygon_19', 'polygon_2']","[0.18611111111111112, -0.17555555555555555]","[-0.18, 0.35833333333333334]","[1, 1]","[0, 0]","[0, 0]","[0.4657040000001871, 1.2330855999998676]","['polygon_19', 'polygon_2']",0,0,,,,,,,
