Running_Trial_Num,trial_length,rows,correct_seq,rdy_msg,Intro.thisRepN,Intro.thisTrialN,Intro.thisN,Intro.thisIndex,Trials.thisRepN,Trials.thisTrialN,Trials.thisN,Trials.thisIndex,Stimuli.thisRepN,Stimuli.thisTrialN,Stimuli.thisN,Stimuli.thisIndex,cont_text.started,cont_text.stopped,clickSequence,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,seq.corr,score,participant,session,date,expName,psychopyVersion,frameRate,
1,2,"0, 1","['polygon_18', 'polygon_10']",Press SPACE to begin the next trial.,,,,,0,0,0,0,,,,,55.209154000000126,None,"['polygon', 'polygon_7']","[-0.4216666666666667, -0.14166666666666666]","[0.41333333333333333, 0.17555555555555555]","[1, 1]","[0, 0]","[0, 0]","[9.582016000000294, 10.231654199999866]","['polygon', 'polygon_7']",0,0,,001,2019_Nov_19_1545,BLS_Clickable_Boxes,3.2.3,59.961672499073536,
