resp_locations.thisRepN,resp_locations.thisTrialN,resp_locations.thisN,resp_locations.thisIndex,clickSequence,participant,session,date,expName,psychopyVersion,frameRate,
,,,,"['polygon_7', 'polygon_14', 'polygon_3', 'polygon_8']",,,,,,,
